sentence1	sentence2	label	semantic_similarity	quality_flag
path service from exchange place runs east to the world trade center north to newark penn station and west to journal square and hoboken terminal	path service of exchange place runs east to the world trade center north to hoboken terminal and west to journal square and newark penn station	0	0.9731	strong
jumping is a parachuting or wingsuit flying from a fixed structure or cliff	jumping flying or wingsuit parachuting from a fixed structure or cliff	0	0.925	strong
the msx2 series features a yamaha v9938 video chip that has a 9bit rgb palette 512 colours and manages some extended graphic modes	the msx2 series features a yamaha v9938 video chip which manages a 9bit rgb palette 512 colors and has some extended graphic modes	0	0.9967	strong
he and sant dnyaneshwar were the popular sants and both revered lord vitthal	he and sant dnyaneshwar worshiped the popular sants and both were lord vitthal	0	0.9618	strong
the next day finn malmgren was rescued the corpse of mariano and zappi were not found	mariano and zappi were rescued the next day the body of finn malmgren was not found	0	0.9572	strong
it was a finalist for the 2002 sidewise award for the best long form alternate history and the john w campbell memorial award 2003	it was a finalist for the sidewise award 2002 for the best alternative history and the john w campbell memorial award 2003	0	0.9427	strong
marat safin won in the last 6 4 5 7 6 4 against nikolay davydenko	marat safin won in the final 6 4 5 7 6 4 against nikolay davydenko	1	0.9849	strong
upon the death of louis xiv in 1661 cardinal mazarin who had nominally been king since 1643 began to rule france in his own right	after the death of louis xiv in 1661 cardinal mazarin who had been nominally king since 1643 began to rule france in his own direction	1	0.9914	strong
in 2004 sca acquired the tissue and hygiene products businesses of international paper from carter holt harvey	in 2004 sca acquired the international paper tissue and hygiene products division from carter holt harvey	1	0.964	strong
the music was composed by a t ummer and lyrics were written by koorkkancheri sugathan and poovachal khader	the music was written by a t ummer and the lyrics by koorkkancheri sugathan and poovachal khader were composed	0	0.9932	strong
it is possible to calculate when to remove the press and to open the cured molded rubber	it is possible to calculate when the press is to open and to remove the hardened molded rubber	0	0.938	strong
aphonopelma catalina is a species of spiders in the family theraphosidae found in arizona united states	aphonopelma catalina is a species of spiders in the family theraphosidae found in the united states arizona	1	0.9992	strong
lloyd took over the command of the 12th field artillery brigade on november 28 1917 and the 6th field artillery brigade on february 7 1918	lloyd took over command of the 6th field artillery brigade on 28 november 1917 and then the 12th field artillery brigade on 7 february 1918	0	0.9952	strong
in 1987 paul conn wrote his autobiography with jack eckerd finding the right prescription	paul conn wrote his autobiography with jack eckerd finding the right prescription in 1987	1	0.9962	strong
crash landed was published in korea in july 2009 as the third single and in april 2010 as the second single in japan	crash landed was published in japan in july 2009 as the second single and in april 2010 as the third single in korea	0	0.9988	strong
although hertzka was successful in the national championship she performed poorly at regional level	although successful in the national championship hertzka performed poorly at regional level	1	0.9391	strong
in 1983 she graduated from the glen high school in pretoria and studied at the rhodes university in grahamstown	in 1983 she graduated from the glen high school in grahamstown and studied at the rhodes university in pretoria	0	0.9961	strong
in 1864 the taiping rebellion ended with the defeat of america and yang fled from nanjing by ship to shanghai	in 1864 the taiping rebellion ended with defeat to the america and yang fled to shanghai from nanjing by ship	1	0.9972	strong
el successor conrail sold the old new york main route to cassville susquehanna and western railway in 1982 through utica chenango and susquehanna valley	el successor conrail sold the old new york main line through utica chenango and susquehanna valley to the cassville susquehanna and western railway in 1982	1	0.9555	strong
religious institute a society in which members pronounce public vows and lead a life of brothers or sisters in common	religious institute a society in which members take off public vows and lead a common life of brothers or sisters	1	0.922	strong
following the allies may 1945 victory the soviets effectively occupied central and eastern europe while strong us and western allied forces remained in western europe	following the allied victory in may 1945 the soviets occupied central and eastern europe while strong us remained american and western allies in western europe	0	0.9582	strong
it is located north of new hempstead east of harriman state park north of monsey and west of mount ivy	it is located to the north of new hempstead east of harriman state park north of monsey and west of mount ivy	1	0.9973	strong
red bank is located on the 11th congressional district and is part of the 4th state legislative district in new jersey	red bank is located in the 11th congressional district and is part of new jersey s 4th state legislative district	1	0.9968	strong
until 31 may 1931 colonel kenji doihara lieutenant colonel kanji ishiwara colonel takayoshi tanaka and major seishiro had completed itagaki plans for the incident	until may 31 1931 colonel seishiro itagaki lieutenant colonel kanji ishiwara colonel kenji doihara and major takayoshi tanaka had completed plans for the incident	0	0.9862	strong
it originally grew around the copper mine at kilembe while attention later turned to cobalt mining	it originally grew around the copper mine at kilembe while attention later turned on cobalt mining	1	0.996	strong
in february 2014 the opening ceremony for the monument to the victims of the massacre in uşak was held in khojaly	in february 2014 the opening ceremony for the monument to the victims of the khojaly massacre was held in uşak	0	0.9863	strong
awwad was born in jerusalem and graduated from the arab college in salfit in 1947	awwad was born in salfit and graduated in 1947 from the arab college in jerusalem	0	0.9973	strong
ranjit singh marched to rohtas from there to rawalpindi and to sirikot via sarai kala	ranjit singh marched to rawalpindi from there after rohtas and via sarai kala to sirikot	0	0.9825	strong
the princess was received with great fanfare on 24 september 1573 in pathein bassein	the princess was received with great fanfare at pathein bassein on 24 september 1573	1	0.9941	strong
he attended 2011 training camp with the nhl s carolina hurricanes but was sent to charlotte then to florida for training camps	he attended training camps with the nhl carolina hurricanes in 2011 but was sent to charlotte then to florida for training camps	1	0.9885	strong
it is a municipality located in the western part of the department of montenegro colombia 10 km west of the district capital armenia	montenegro is a municipality located in the western part of the quindío department colombia 10 km west of the district capital of armenia	0	0.8934	strong
the music was composed by k raghavan and lyrics was written by swathi thirunal and edasseri	music was composed by k raghavan and the text was written by swathi thirunal and edasseri	1	0.9745	strong
eurybia radula is present in every province of canada east of and including ontario and is also present on the french territory of st pierre and miquelon	eurybia radula is present in all provinces of ontario east and including canada and is also present on the french territory of st pierre and miquelon	0	0.9919	strong
of the three loco sheds in the ratlam zone others are western railway and sabarmati	of the three loco counters in the western railway zone are others ratlam and sabarmati	0	0.8338	moderate
cody was seen on october 6 2006 as linda lou in the actors fund of america benefits concert of the best little whorehouse in texas	cody was seen as linda lou in the actors fund of america benefit concert of the best little whorehouse in texas on october 6 2006	1	0.9911	strong
durg chhattisgarh is a city in the district of bhilai in eastern central india	bhilai is a city located in the durg district of chhattisgarh in eastern central india	0	0.8196	moderate
born in seville hidalgo played for badajoz and celta de vigo	hidalgo was born in seville who played for badajoz and celta de vigo	1	0.9815	strong
chinese dumplings were influenced by indonesian immigrants and brought to indonesia	indonesian dumplings were influenced by chinese immigrants and brought to indonesia	0	0.9958	strong
the new grammar school became the upper school while the old building became the lower school	the old high school became the upper school while the new building became lower school	0	0.8735	strong
he was likely the son of the painter giovanni antonio pandolfi also from pesaro who had married the sister of the painter girolamo danti	probably he was the son of the painter girolamo danti also from pesaro who had married the sister of the painter giovanni antonio pandolfi	0	0.9916	strong
101 confirmed cases after seven cases in alberta three in british columbia two in nova scotia and ontario and one in quebec were confirmed	after seven cases in alberta three in british columbia two in nova scotia and ontario and one in quebec were confirmed in seven cases	0	0.9166	strong
the fully completed action plan published on 3 march 2006 is being placed directly in the hands of other ministers by ministerial members of the task force	the fully completed action plan published on 3 march 2006 will be placed directly in the hands of the ministers for ministers by other members of the task force	0	0.9889	strong
for free bodies the specific force is the cause and measure of the proper acceleration of the body	for specific bodies the proper force is the cause of and a measure of the body s free acceleration	0	0.9642	strong
the talgarth wales originally the lunatic asylum of the brecon and the radnor joint counties was a psychiatric hospital in the mid wales hospital	the talgarth wales originally the brecon and radnor joint counties lunatic asylum was a psychiatric hospital in mid wales hospital	1	0.9897	strong
the other european powers were no longer prepared to accept a new french expansion and were willing to form alliances to resist such a thing	the other european powers were no longer disposed to accept a new french expansion and were prepared to form alliances to oppose such a thing	1	0.976	strong
it was however a legal ceremony and not a spiritual one	it was however a spiritual and not a legal ceremony	0	0.9885	strong
when in 1818 ortona was assigned to lanciano campli was joined to the diocese of teramo	when ortona was assigned to lanciano in 1818 campli was connected to the diocese of teramo	1	0.9919	strong
belchertown was first settled in 1731 and was officially incorporated in 1761 as cold spring later the name was changed to belcher s town and then belchertown	belchertown was first inhabited in 1731 and was officially mentioned as cold spring in 1761 later the name was changed to belcher s town and then to belchertown	1	0.9532	strong
negative growth is often accompanied by a negative output gap in an economy where potential output exceeds actual demand	often negative growth is also accompanied by a negative output gap in an economy where potential production exceeds actual demand	1	0.9797	strong
the 1973 purdue university football team represented purdue boilermakers in the 1973 big ten conference football season	the 1973 purdue boilermakers football team represented purdue university in the football season of the big ten conference in 1973	0	0.99	strong
edgar died young in the early 1860s shortly after smith s birth	in the early 1860s shortly after edgar s birth young smith died young	0	0.9548	strong
harald edelstam distinguished himself as a diplomat by his professional competence his bravery and his bourgeois courage in the fight for human rights	harald edelstam distinguished himself as diplomat by his professional competence his bravery and his civic courage in the fight for human rights	1	0.9856	strong
the traditional clothing of ruska roma is based on the russian and traditional kalderash clothes and is actively used by singers and dancers	the traditional clothing of ruska roma is based on traditional and russian kalderash clothing and is actively worn by singers and dancers	0	0.9916	strong
in exeter james senior was succeeded by his younger son robert and this branch became robert veitch sons	in exeter robert senior was replaced by his younger son james and this branch became robert veitch s sons	0	0.9808	strong
in 2006 bozanga was appointed chairman of the state council by president françois bozizé	in 2006 bozanga was appointed by president françois bozizé the chairman of the council of state	1	0.9912	strong
hugh was father of walter giffard the archbishop of york and chancellor of england	hugh was father of the walter giffard who became archbishop of york and chancellor of england	1	0.9926	strong
fortunately the australian wine produced by the warmer australian areas and known as rich soft dry red burgundy suited the english market	fortunately the rich and soft dry red wine produced by the warmer australian areas known as australian burgundy fits in with the english market	0	0.9807	strong
the first stamps used in tunisia were those of the colonial power france of 1888 stamps specifically issued for tunisia were issued from 1 july 1888	the first stamps used in tunisia were those of the colonial power france from 1888 stamps specifically for tunisia were issued from 1 july 1888	1	0.997	strong
in the most important buildings in rome and in the most luxurious villas of herculaneum and pompeii cast glass windows appeared albeit with poor optical qualities	cast glass windows albeit with poor optical qualities began to appear in the most important buildings in rome and the most luxurious villas of herculaneum and pompeii	1	0.9775	strong
in 1838 stephenson returned to manchester and established himself as a historical and landscape engraver in st ann street and then at a studio in ridgefield	about 1838 stephenson returned to manchester and established himself as an historical and landscape engraver in ridgefield and then in a studio in st ann street	0	0.9949	strong
cyril sieni cyril of barcelona died after 1799 was a missionary capuchin and a spanish bishop	cyril sieni cyril of barcelona died after 1799 was a missionary capuchin and spanish bishop	1	0.999	strong
the 35th wing was replaced with the newly activated 85th wing	the 85th wing was replaced by the newly activated 35th wing	0	0.9945	strong
thaksin countered by saying that sondhi was trying to silence the press	sondhi countered that thaksin was trying to silence the press	0	0.9866	strong
he has also recorded duets with daniel santos olimpo cárdenas and alci acosta	he also recorded duets with alci acosta olimpo cárdenas and daniel santos	1	0.9825	strong
the river iminog is a tributary of the river cleja in romania	the iminog river is a tributary of the cleja river in romania	1	0.9931	strong
the north downs way crosses the medway viaduct at the eastern end of medway valley walk or the autobahn bridge	the north downs way crosses medway valley walk at the eastern end of the medway viaduct or the motorway bridge	0	0.9655	strong
this can be caused by the loss of three additional genes each of which has different effects resulting in three types of syndrome	this may be caused by the loss of three different additional genes each of which has different effects resulting in three types of syndrome	1	0.9976	strong
on the second day jess sees a girl who looks very similar to her lost sister jen	on the second day jen sees a girl who sees her lost sister jess very similar	0	0.9437	strong
in the later stages of the war the francoist troops reached the andorran border	andorran troops reached the francoist border in the later stages of the war	0	0.9893	strong
prenatal hormones especially glucocorticoids such as cortisol are essential for adrenal development of organs particularly for the maturation of the lungs	prenatal hormones particularly glucocorticoids such as cortisol are indispensable for the development of the adrenal organs especially for the maturation of the lungs	1	0.9742	strong
she is expressed by tara platt in the japanese anime and by kanako hatori in the english dub	she is voiced by tara platt in the japanese anime and by kanako hatori in the english dub	1	0.9032	strong
he retired to italy where he fled for two years and returned to his private life	he fled and returned to italy where he retired to private life for two years	0	0.9824	strong
cedarbrae mall is a shopping centre located in the toronto ontario canada area of scarborough on the corner of markham road and lawrence avenue east	cedarbrae mall is a shopping mall in the scarborough area of toronto ontario canada located at the corner of markham road and lawrence avenue east	0	0.9922	strong
b is the middle term between the two premises the common term but is never distributed so that syllogism is invalid	b is the usual term between the two premises the center term but is never distributed so this syllogism is invalid	0	0.941	strong
to sell gold a country always had to accumulate more goods abroad than it bought	to sell gold a country abroad had to accumulate more and more goods than it bought	1	0.9862	strong
the former actor conlan carter who appeared in the tv series the law and mr jones with james whitmore and combat	the former actor james whitmore who appeared on the television series the law and mr jones with conlan carter and combat	0	0.9531	strong
welcome to my living room was filmed in august 2005 in sydney australia with additional footage that was shot in november 2006 in temecula california	welcome to my living room was filmed in august 2005 in temecula california and filmed in november 2006 in sydney australia	0	0.9747	strong
in 2011 the h w wilson company took over ebsco publishing	in 2011 ebsco publishing h w wilson company took over	0	0.9869	strong
until his death in 1996 tversky was married to his prominent psychologist amos tversky 19371996	tversky was married to fellow prominent psychologist amos tversky 19371996 until his death in 1996	1	0.9904	strong
the district as originally proposed was larger to include the commercial areas to the west of maple avenue including ancient buildings the galleria and shrewsbury avenue	the district as originally proposed was larger to include the commercial areas to the west of shrewsbury avenue including ancient buildings the galleria and maple avenue	0	0.9684	strong
all was born in oldtown kentucky and attended the high school in ashland where he played football at west virginia university from 1932 to 1934	allen was born in ashland kentucky visited the high school in oldtown and played at west virginia university from 1932 to 1934	0	0.8539	strong
scopula anfractata is a moth of the geometridae family and is found in yunnan china	scopula anfractata is a moth of the family geometridae and is found in china yunnan	1	0.9981	strong
this name is written in at least one inscription namely the mantyasih inscription contained in 907 ce	this name is written in at least one inscription the mantyasih inscription contained in 907 ce	1	0.9972	strong
this was resolved with the ostrów agreement jogaila became the grand duke of lithuania while vytautas retained rights of an overlord	this was resolved by the ostrów agreement jogaila became grand duke of lithuania while vytautas retained the rights of an overlord	1	0.9979	strong
the team added a second car for thed bjork in 2006 and was replaced in 2009 by richard göransson	the team added a second car for thed björk in 2006 and was replaced by richard göransson in 2009	1	0.9983	strong
a radarequipped vickers wellington has been modified as one of the first airborne early warning and control aew c aircraft for use by the fighter interception unit	a radarequipped vickers wellington was modified for use by the fighter interception unit as one of the first airborne early warning and control aew c aircraft	1	0.9766	strong
gary holt of exodus was announced as a temporary replacement of jeff in slayer on 13 march to 4 april 2011	gary holt of exodus was announced as jeff s temporary replacement in slayer on march 13 to april 4 2011	1	0.9861	strong
lost bass bomb your soul	bomb the bass lost your soul	0	0.9458	strong
a documentary about opal and his wife lee directed by jeff silva and vic rawlings is made	a documentary film is being made about opal and his wife lee directed by jeff silva and vic rawlings	1	0.9855	strong
written by john sanborn it was directed by michael kaplan	it was written by michael kaplan and was directed by john sanborn	0	0.9751	strong
bill kerry melville defeated billie jean king 63 75	kerry melville defeated billie jean king 6 3 7 5	1	0.9134	strong
the following is a table of the nominative case of the singular and plural second person in many languages including their respectful variants if any	the following is a table of the nominative case of the singular and plural second person in many languages including their respectful variations if any	1	0.9959	strong
in order to maintain malaysia s neutrality the sabres were flown to thailand via singapore	in order to preserve malaysia s neutrality the sabres were flown to thailand via singapore	1	0.9961	strong
in 1903 she spoke at the annual conference of the british labour party later the labour representation committee and was the first woman to do so	in 1903 she spoke at the annual conference of the british labour party later labour representation committee and was the first woman to do so	1	0.9988	strong
the middle period 2600 to 2000 bc of the yellow river culture in the late longshan area is simultaneously with the classic shandong longshan culture	the late period 2600 to 2000 bc of the longshan culture in the middle yellow river area is contemporaneous with the classic shandong longshan culture	0	0.9848	strong
their recording of the song was produced and arranged by richard carpenter and performed by ray gerhardt	their recording of the song was produced and arranged by ray gerhardt and engineered by richard carpenter	0	0.9656	strong
there is a triangular junction at tarcoola which joins crystal brook darwin and perth	at tarcoola there is a triangular junction which links crystal brook darwin and perth	1	0.9847	strong
the hebrew union college jewish institute of religion also manages the cultural center skirball in los angeles and the skirball museum in jerusalem	the hebrew union collegejewish institute of religion also manages the skirball cultural center in los angeles and skirball museum in jerusalem	1	0.9759	strong
the conclusions are that we are all manifest ideas of the one perfect spiritual mind and divine spirit not a material body	the conclusions are that we are all perfect spiritual notions of one divine spirit and manifest the spirit not a material body	0	0.9309	strong
the car was sold in various markets with different names	the car was sold with various names in different markets	1	0.9922	strong
the ge honda hf120 is a light turbofan for the small business jet market the first engine to be produced by ge honda aero engines	the ge honda hf120 is a small turbofan for the light business aircraft market the first engine produced by ge honda aero engines	0	0.9865	strong
his father returned as a finished violinist of the russian school to bombay	his father returned to bombay as a finished violinist of the russian school	1	0.9968	strong
it was completed in 1933 in a modernist style for the us federal government and is now used by the united states postal service as an office accommodation	it was completed in 1933 in a modernist style for the united states postal service and is now used by the us federal government as office accommodation	0	0.9968	strong
in 2004 bessonova won the aroundall silver medal at the 2004 european championships	bessonova won the silver medal at the 2004 european championships in 2004	1	0.968	strong
in 1917 johnson managed jack johnson s topeka giants a team that played at least one game against the all nations base ball club	in 1917 jack johnson headed johnson s topeka giants a team that played at least one game against the all nations base ball club	0	0.9829	strong
his other task was to prevent even the emigration of jewish children from romania to british mandate palestine region palestine	his other task was even to prevent the emigration of jewish children from palestine to the british mandate of palestine region of romania	0	0.9927	strong
needs are also defined according to the existential categories of being having action and interaction and from these dimensions a 36 cell matrix is developed	needs are also developed according to the existential categories of being having doing and interacting and from these dimensions a 36 cell matrix is defined	0	0.967	strong
the 913th troop transport squadron was consolidated in september 1985 with the 13th air refuelling squadron but the active squadron has not been consolidated ever since	the 913th troop carrier squadron was consolidated with the 13th air refueling squadron in september 1985 but the active squadron has not been consolidated since	1	0.9291	strong
the banaue rice terraces were declared national cultural treasure by the philippine government under the name of ifugao rice terraces by presidential decree no 260 in 1973	the ifugao rice terraces were declared by the philippine government as a national cultural treasure under banaue rice terraces by virtue of presidential decree no 260 in 1973	0	0.9779	strong
he is mentioned twice in james hinton s novel moonchild the first mention being mistakenly called his father aleister crowley	he is mentioned twice in james hinton s novel moonchild the first mention mistakenly names his father aleister crowley	1	0.995	strong
lee lee field in wyoming neighborhood of galewood michigan is the home stadium of the club	lee field in the wyoming neighborhood of galewood michigan is the club s home stadium	1	0.9708	strong
in march 1999 chris wayne bennett took over the succession of chris anderson as team coach	chris anderson took over the succession of wayne bennett as a team coach in march 1999	0	0.9884	strong
the radical party of the people narodna radikalna stranka was founded as a conservative party in 1881 but it developed into a radical direction from 1919	the radical party of the people narodna radikalna stranka was founded as a radical party in 1881 but it developed into a conservative direction from 1919	0	0.9992	strong
it was filmed on the set of herbert lom s count dracula and also played jesus franco as dracula and christopher lee as van helsing	it was shot on the set of herbert lom s count dracula and also stars jesus franco as dracula and christopher lee as van helsing	1	0.9553	strong
general elections were held in india in 1998 after the government convened in 1996 collapsed and the 12th lok sabha was elected	in 1998 parliamentary elections were held in india after the government called in 1996 collapsed and the 12th lok sabha was elected	1	0.9395	strong
when judge john tyler died in 1813 tyler at the age of 23 inherited greenway	in 1813 when justice john tyler died tyler inherited greenway at the age of 23	1	0.9372	strong
hannah chaplin was born on 16 april 1889 to hannah harriet pedlingham hill born charles spencer chaplin and charles chaplin sr	hannah chaplin was born on april 16 1889 to hannah harriet pedlingham hill born charles spencer chaplin and charles chaplin sr	1	0.9968	strong
it was selected in the second round of the wnba draft 2012 20th overall by minnesota lynx	she was selected in the second round of the 2012 wnba draft 20th overall by the minnesota lynx	1	0.9425	strong
the constituency was created in 1966 from parts of the northumberland frontenac hastings south hastings and prince edward lennox ridings	the electoral district was created in 1966 from parts of hastings south hastings frontenac northumberland and prince edward lennox ridings	0	0.9004	strong
the arena has hosted concerts by many famous artists including whitney houston andré rieu toto trance energy and tina turner among others	the arena has hosted concerts by many famous artists including whitney houston tina turner toto trance energy and andré rieu	1	0.9923	strong
now shiva has to face bharati and his men to win the love between him and manivasagam	now shiva must face manivasagam and his men to win the love between him and bharati	0	0.9902	strong
his meeting with dave brubeck is documented in the 2011 book tajmahal foxtrot by naresh fernandes	his meeting with naresh fernandes is documented in the book tajmahal foxtrot by dave brubeck from 2011	0	0.9523	strong
other works at the world premiere were second adagio from choral suite scherzo op	other works at the premiere were choral adagio from second suite scherzo op	0	0.9548	strong
much of the eastern half of the city is relatively rural while the western part of the city roughly from woodbury point east is more urbanized	much of the western half of the city is relatively urbanized while the eastern part of the city say woodbury point east is more rural	0	0.9862	strong
the initial intention of creating a nonprivate sector of radio was to create an alternative to the business interests of the private radio sector	the initial intention of creating a nonprivate sector of radio was to create an alternative to the corporate interests of the private radio sector	1	0.977	strong
in april 2013 when the merger was completed with air italy meridiana fly returned to its former shorter name meridiana	in april 2013 when the merger of air italy was completed meridiana returned to its former shorter name meridiana fly	0	0.9926	strong
the other entrances on the west side have new iron lamp standards and old lanterns and one has an iron balustrade	the other entrances on the west side have new iron lamp standards and old lamps and one has an iron balustrade	1	0.9362	strong
it was released as a digital download on april 6 2010 and was added on modern rock radio in the united states on may 5 2010	it was released on april 6 2010 as a digital download and recorded on may 5 2010 in modern rock radio in the united states	1	0.961	strong
rory firth from his first marriage amy alex and james firth from his second marriage has been married three times and has four children	firth has been married three times and has four children amy alex and james firth from his first marriage rory firth from his second	0	0.9723	strong
born in hungary békésszentandrás hadady studied music at the franz liszt academy of music of budapest	hadady born in békésszentandrás hungary studied music at the franz liszt academy of music in budapest	1	0.9656	strong
with the help of bassist camus celli keyboarder guy daniel and drummer pat schick guitars and keyboards played on the album	with the help of bassist pat schick keyboarder guy daniel and the drummer camus celli ponti played guitars and keyboards on the album	0	0.9186	strong
statue of maposi 2011 unveils in chennai t nagar tyagaraya nagar	2011 statue of maposi unveiled in chennai t nagar tyagaraya nagar	1	0.8957	strong
the decision to use modern clothing called houseman an essential element in orson s conception of the play as a political melodrama with clear contemporary parallels	the decision to use clear contemporary clothing was what houseman called an essential element in orson s conception of the play as a political melodrama with modern parallels	0	0.9658	strong
on 23 november 2010 the heat renounced stackhouse to make room for erick dampier who was signed to replace the injured udonis haslem	on november 23 2010 the heat waived stackhouse to make room for udonis haslem who was signed to replace injured forward erick dampier	0	0.9071	strong
critics however claimed that pershing commanded from far behind the lines and was critical of commanders who personally led troops into battle	critics however claimed that pershing was commanded by far behind the lines and critical of commanders who personally led troops into struggle	1	0.9854	strong
some white colonies can not contain the desired recombinant plasmid for a number of reasons	some recombinant colonies may not contain the desired white plasmid for a number of reasons	0	0.9806	strong
the crew were pilot kazimierz kubala and navigator ludwik idzikowski	the crew were kazimierz pilot kubala and navigator ludwik idzikowski	0	0.9987	strong
after the plastic has cooled sufficiently the mold is ejected and the part is opened	after the plastic has sufficiently cooled the tool is opened and the part is ejected	0	0.7772	moderate
it is possible to reverse the tilt sensor to be able to properly play it on a gba sp	it is possible to play the tilt sensor in order to be able to reverse it properly on a gba sp	0	0.9666	strong
alberto mancini won against andre agassi in the final 6 3 4 6 2 6 7 6 6 1	alberto mancini won in the final 6 3 4 6 2 6 7 6 6 1 against andre agassi	1	0.9941	strong
for shopping there is a russian market and a similar russian market in pakistani blocks	for shopping there is pakistani market and a similar russian market in russian blocks	0	0.9964	strong
germar rudolf also known as germar scheerer was born on 29 october 1964 is a german chemist and convicted holocaust denier	germar rudolf also known as germar scheerer born 29 october 1964 is a german chemist and a convicted holocaust denier	1	0.9923	strong
strathairn attended williams college in williamstown massachusetts and graduated from redwood high school in larkspur california in 1970	strathairn visited the redwood high school in larkspur california and graduated from williams college in williamstown massachusetts in 1970	0	0.9262	strong
she is a practicing joiner in otisfield maine and a member of the oxford advent christian church an evangelical church in oxford	hamper is a practicing carpenter in oxford and is a member of the oxford advent christian church an evangelical church in otisfield maine	0	0.7104	drift
the lower duwamish was the site of the former concentration of duwamish villages before the main european contact	the lower duwamish was the site of the substantial european concentration of duwamish villages before former contact	0	0.9878	strong
the following night delirious put his problems with danielson aside to challenge pearce	the next night delirious put aside his problems with pearce to challenge danielson	0	0.9818	strong
it features a legendary 1814 spin on fresh artists from johnny cash ring of fire to ub40 picture on the wall	it features a fresh 1814 shoot on legendary artists from johnny cash ring of fire to ub40 picture on the wall	0	0.9445	strong
on 30 august 1853 the daughter of stephen champlin eliza ellen champlin john b cook married a partner of minnesota alexander ramsey	on august 30 1853 alexander ramsey s daughter eliza ellen champlin married stephen champlin a partner of minnesota s john b cook	0	0.9779	strong
he died on july 23 1942 at his home in trenton and is buried at the old broad street presbyterian church and cemetery in bridgeton	he died in his home in bridgeton on 23 july 1942 and is buried in the old broad street presbyterian church and cemetery in trenton	0	0.9887	strong
in 1858 he moved with a group of four members from nevada to downieville to the area which is now known as eagle valley	in 1858 he moved with a group of four members from downieville to eagle valley in the area which today is known as nevada	0	0.9792	strong
odea was born in sydney in 1889 and moved to armidale with his family as a child	o dea was born in armidale in 1889 and moved to sydney as a child with his family	0	0.704	drift
it is aarne thompson type 707 which is named after him the dancing water the talking apple and the singing bird	it is aarne type 707 thompson named after him the dancing water the singing apple and the speaking bird	0	0.9721	strong
fred hovey defeated oliver campbell 7 5 3 6 6 3 7 5	fred hovey defeated oliver campbell 7 5 3 6 6 3 7 5	1	1.0	strong
steve johnson won the title defeating david ferrer in the final 4 6 6 4 7 5	steve johnson won the title and defeated david ferrer in the final 4 6 6 4 7 5	1	0.9841	strong
the river mouca or moca river is a tributary of the river salcia in romania	the river salcia or moca is a tributary of the mouca river in romania	0	0.9937	strong
enter through the south gate turn left and worship on the eastern side ganapathy shiva and ayyappan	enter through eastern gate turn left and worship ganapathy shiva and ayyappan on the southern side	0	0.9776	strong
the new album deathstar rising has cracked the finnish album top 10 and reached place 8 in the first week of march 2011	the finnish album deathstar rising cracked the new album top 10 and reached 8 in first week of march 2011	0	0.9885	strong
according to pliny the elder emperor augustus was so embarrassed enough by the history of the roman plundering of greek art to return some pieces to their original homes	according to pliny the elder the emperor augustus was sufficiently embarrassed by the history of roman plunder of greek art to return some pieces to their original homes	1	0.9888	strong
in addition to his olympic experience foxall has also been associated with dinghy offshore and american cup sailing	in addition to his offshore experience foxall has also been associated with dinghy olympic and america s cup sailing	0	0.9908	strong
malaysia has a large commission in london and the united kingdom has a high commission in kuala lumpur	malaysia has a high commission in kuala lumpur and the united kingdom has a high commission in london	0	0.9859	strong
samata express is a super fast express train between new delhi and hazrat nizamuddin in visakhapatnam and is operated from the east coast railway	samata express is a super quick express train between visakhapatnam and hazrat nizamuddin in new delhi and is operated by the east coast railway	0	0.9875	strong
adolf hitler argued that germany without wagner and everything he represents would be impossible	adolf hitler argued that germany would be impossible without wagner and all he represents	1	0.9882	strong
ab inbev remains the largest brewery second with sabmiller and heineken international in third place	ab inbev remains the largest brewery with heineken international second and sabmiller third	0	0.9886	strong
he married agnes theodora walther the daughter of vilhelm theodor walther in 1881 and his son is the botanist and sketch artist vagn petersson	in 1881 he married agnes theodora walther daughter of vagn petersson and his son is the botanist and sketch artist vilhelm theodor walther	0	0.9771	strong
christian a r christensen 17 december 1906 27 january 1967 was a norwegian newspaper editor	christian a r christensen december 17 1906 january 27 1967 was an norwegian newspaper editor	1	0.9973	strong
he has also served as director of the illinois department of revenue and as general manager of the wgrt later wjpc radio station in chicago	jones later served as director of the illinois department of revenue and as general manager of radio station wgrt also wjpc in chicago	0	0.9007	strong
the band did not perform official final shows	the band did not perform any final official shows	1	0.9853	strong
lászló dombrovszky born 7 august 1894 in orhei near kishinev bessarabia eastern moldova was a painter born as stanislaw dombrowski	lászló dombrovszky born august 7 1894 in orhei near kishinev bessarabia was a painter born stanislaw dombrowski	1	0.9649	strong
the name syrtis major is derived from the classic roman name syrtis maior for the gulf of sidra on the cyrenaica coast classical libya	the name syrtis major is derived from the classical roman name syrtis maior for the gulf of sidra on the coast of libya classical cyrenaica	0	0.9935	strong
he was born in nanhui attended engineering school in nanjing and spent one year at the university of california	born in nanhui he attended engineering school in nanjing and spent a year at the university of california	1	0.9894	strong
paraguay finished the fourth round of the group stage with eight points in second place and then qualified for the fifa world championship of youth 1999	paraguay finished in fourth place of the second round group stage with eight points and subsequently qualified for the 1999 fifa world youth championship	0	0.9864	strong
it supported the opinions of the free soil party and the republican party	it supported the views of the republican party and of the free soil party	1	0.9743	strong
